,date,home,home_score,away,away_score,winner
5639,2016-03-09,Western Ky.,84,North Texas,76,Western Ky.
5640,2016-03-09,Wyoming,70,Utah Valley,88,Utah Valley
5641,2016-03-09,Duke,92,North Carolina State,89,Duke
5642,2016-03-09,Washington State,91,Stanford,68,Washington State
5643,2016-03-09,Alcorn St.,61,Mississippi Val.,64,Mississippi Val.
5644,2016-03-09,Old Dominion,72,Fla. Atlantic,46,Old Dominion
5645,2016-03-09,Illinois-Chicago,85,Minnesota,52,Illinois-Chicago
5646,2016-03-09,UNLV,108,Air Force,102,UNLV
5647,2016-03-09,Colorado,80,Washington State,56,Colorado
5648,2016-03-09,Southeastern La.,84,New Orleans,74,Southeastern La.
5649,2016-03-09,Hampton,83,Morgan St.,81,Hampton
5650,2016-03-09,George Mason,78,Saint Louis,83,Saint Louis
5651,2016-03-09,Georgetown,70,DePaul,53,Georgetown
5652,2016-03-09,Clemson,85,Georgia Southern,88,Georgia Southern
5653,2016-03-09,Kansas,75,Oklahoma State,71,Kansas
5654,2016-03-09,Charlotte,79,Rice,69,Charlotte
5655,2016-03-09,Nebraska-Omaha,89,Rutgers,72,Nebraska-Omaha
5656,2016-03-09,Lehigh,56,Holy Cross,59,Holy Cross
5657,2016-03-09,Colorado,80,San Jose St.,61,Colorado
5658,2016-03-09,East Tennessee State,97,Auburn,59,East Tennessee State
5659,2016-03-09,McNeese St.,90,Nicholls St.,94,Nicholls St.
5660,2016-03-09,Norfolk St.,66,N.C. Central,47,Norfolk St.
5661,2016-03-09,Duquesne,73,La Salle,88,La Salle
5662,2016-03-09,California Baptist,95,UCLA,71,California Baptist
5663,2016-03-09,North Texas,62,TCU,67,TCU
5664,2016-03-09,North Texas,77,Alabama State,69,North Texas
5665,2016-03-09,Virginia Tech,96,Florida,85,Virginia Tech
5666,2016-03-09,Marquette,101,St. John's (NY),93,Marquette
5667,2016-03-09,UTEP,85,FIU,77,UTEP
5668,2016-03-09,Oregon,75,Arizona,66,Oregon
5669,2016-03-10,Akron,65,Eastern Mich.,63,Akron
5670,2016-03-10,North Carolina State,88,Pittsburgh,71,North Carolina State
5671,2016-03-10,Fordham,55,Richmond,70,Richmond
5672,2016-03-10,Villanova,81,Georgetown,67,Villanova
5673,2016-03-10,Michigan State,72,Northwestern State,70,Michigan State
5674,2016-03-10,North Texas,61,Baylor,75,Baylor
5675,2016-03-10,Florida,68,Central Arkansas,61,Florida
5676,2016-03-10,UAB,77,Western Ky.,88,Western Ky.
5677,2016-03-10,Washington State,73,Saint Louis,65,Washington State
5678,2016-03-10,Providence,74,Butler,60,Providence
5679,2016-03-10,Notre Dame,84,Duke,79,Notre Dame
5680,2016-03-10,Central Mich.,59,Bowling Green,62,Bowling Green
5681,2016-03-10,Northern Iowa,66,Illinois-Chicago,68,Illinois-Chicago
5682,2016-03-10,Oregon,83,Washington State,77,Oregon
5683,2016-03-10,San Diego,71,Utah Valley,65,San Diego
5684,2016-03-10,UC Santa Barbara,87,UC Davis,61,UC Santa Barbara
5685,2016-03-10,Weber St.,78,Portland,74,Weber St.
5686,2016-03-10,Kansas,85,Kansas,63,Kansas
5687,2016-03-10,Louisiana Tech,52,Old Dominion,68,Old Dominion
5688,2016-03-10,Jackson St.,69,Prairie View A&M,51,Jackson St.
5689,2016-03-10,East Carolina,66,South Fla.,71,South Fla.
5690,2016-03-10,Vanderbilt,65,East Tennessee State,67,East Tennessee State
5691,2016-03-10,Utah Valley,78,UMKC,80,UMKC
5692,2016-03-10,Hawaii,75,Cal St. Fullerton,44,Hawaii
5693,2016-03-10,Idaho,49,North Dakota,83,North Dakota
5694,2016-03-10,New Mexico State,62,Nevada,64,Nevada
5695,2016-03-10,Arizona,82,Colorado,78,Arizona
5696,2016-03-10,Ga. Southern,61,South Ala.,67,South Ala.
5697,2016-03-10,South Carolina,90,Coppin St.,80,South Carolina
5698,2016-03-10,Sam Houston State,73,Southeastern La.,68,Sam Houston State
5699,2016-03-10,UCF,63,Tulane,65,Tulane
5700,2016-03-10,Ohio,79,Penn St.,75,Ohio
5701,2016-03-10,Ohio,79,Northern Ill.,62,Ohio
5702,2016-03-10,Rhode Island,62,Massachusetts,67,Massachusetts
5703,2016-03-10,Middle Tenn.,79,Charlotte,61,Middle Tenn.
5704,2016-03-10,Xavier,90,Marquette,72,Xavier
5705,2016-03-10,Virginia Tech,72,Georgia Southern,52,Virginia Tech
5706,2016-03-10,Virginia Tech,86,TCU,66,Virginia Tech
5707,2016-03-10,Ole Miss,73,Alabama State,81,Alabama State
5708,2016-03-10,Cal State Bakersfield,79,Chicago St.,57,Cal State Bakersfield
5709,2016-03-10,Bethune-Cookman,50,Savannah St.,57,Savannah St.
5710,2016-03-10,Montana State,70,Sacramento St.,53,Montana State
5711,2016-03-10,Sam Houston State,60,Nicholls St.,59,Sam Houston State
5712,2016-03-10,Georgia Southern,61,North Texas,63,North Texas
5713,2016-03-10,UC Irvine,84,Cal Poly,64,UC Irvine
5714,2016-03-10,Buffalo,94,Miami (OH),81,Buffalo
5715,2016-03-10,Davidson,78,La Salle,63,Davidson
5716,2016-03-10,Wisconsin,58,Nebraska-Omaha,70,Nebraska-Omaha
5717,2016-03-10,Fresno St.,95,UNLV,82,Fresno St.
5718,2016-03-10,Utah Valley,80,California Baptist,72,Utah Valley
5719,2016-03-10,Marshall,87,UTEP,85,Marshall
5720,2016-03-10,Georgia Southern,79,Mississippi St.,69,Georgia Southern
5721,2016-03-10,Seton Hall,81,Creighton,73,Seton Hall
5722,2016-03-10,Miami (FL),88,Virginia Tech,82,Miami (FL)
5723,2016-03-10,Southern U.,83,Alabama State,63,Southern U.
5724,2016-03-10,Oklahoma State,79,Northern Iowa,76,Oklahoma State
5725,2016-03-10,Seattle,75,UTRGV,52,Seattle
5726,2016-03-10,Idaho,77,Eastern Wash.,73,Idaho
5727,2016-03-10,California Baptist,76,Oregon,68,California Baptist
5728,2016-03-10,Boise St.,81,Colorado,88,Colorado
5729,2016-03-10,Long Beach St.,82,UC Riverside,74,Long Beach St.
5730,2016-03-11,UC Irvine,72,Long Beach St.,77,Long Beach St.
5731,2016-03-11,Dayton,69,Richmond,54,Dayton
5732,2016-03-11,Indiana State,69,Michigan State,72,Michigan State
5733,2016-03-11,Temple,79,South Fla.,62,Temple
5734,2016-03-11,North Texas,72,Florida,66,North Texas
5735,2016-03-11,Cincinnati,97,UConn,104,UConn
5736,2016-03-11,Purdue Fort Wayne,89,Illinois-Chicago,58,Purdue Fort Wayne
5737,2016-03-11,Saint Joseph's (PA),86,Washington State,80,Saint Joseph's (PA)
5738,2016-03-11,Jackson St.,74,Mississippi Val.,68,Jackson St.
5739,2016-03-11,LSU,84,East Tennessee State,75,LSU
5740,2016-03-11,Old Dominion,89,Western Ky.,77,Old Dominion
5741,2016-03-11,Stephen F. Austin,104,Sam Houston State,68,Stephen F. Austin
5742,2016-03-11,Hampton,89,Savannah St.,55,Hampton
5743,2016-03-11,Louisiana Tech,90,South Ala.,68,Louisiana Tech
5744,2016-03-11,Akron,80,Bowling Green,66,Akron
5745,2016-03-11,Middle Tenn.,99,Marshall,90,Middle Tenn.
5746,2016-03-11,Villanova,76,Providence,68,Villanova
5747,2016-03-11,Michigan State,81,Ohio,54,Michigan State
5748,2016-03-11,VCU,85,Massachusetts,70,VCU
5749,2016-03-11,Sam Houston State,69,Tulane,72,Tulane
5750,2016-03-11,Kentucky,85,Alabama State,59,Kentucky
5751,2016-03-11,North Carolina State,78,Notre Dame,47,North Carolina State
5752,2016-03-11,Kansas,70,Baylor,66,Kansas
5753,2016-03-11,Norfolk St.,65,South Carolina,67,South Carolina
5754,2016-03-11,North Texas,72,North Texas,63,North Texas
5755,2016-03-11,Weber St.,83,North Dakota,78,Weber St.
5756,2016-03-11,A&M-Corpus Chris,79,Sam Houston State,76,A&M-Corpus Chris
5757,2016-03-11,Maryland-Eastern Shore,97,Nebraska-Omaha,86,Maryland-Eastern Shore
5758,2016-03-11,New Mexico State,78,UMKC,64,New Mexico State
5759,2016-03-11,Ohio,74,Buffalo,88,Buffalo
5760,2016-03-11,Oregon,95,Arizona,89,Oregon
5761,2016-03-11,Tulsa,67,Memphis,89,Memphis
5762,2016-03-11,Xavier,83,Seton Hall,87,Seton Hall
5763,2016-03-11,St. Bonaventure,86,Davidson,90,Davidson
5764,2016-03-11,San Diego,67,Nevada,55,San Diego
5765,2016-03-11,North Texas,73,Southern U.,81,Southern U.
5766,2016-03-11,Virginia Tech,73,Miami (FL),68,Virginia Tech
5767,2016-03-11,Virginia Tech,69,Oklahoma State,67,Virginia Tech
5768,2016-03-11,South Carolina,64,Georgia Southern,65,Georgia Southern
5769,2016-03-11,Hawaii,88,UC Santa Barbara,76,Hawaii
5770,2016-03-11,Montana State,81,Idaho,72,Montana State
5771,2016-03-11,Utah Valley,82,California Baptist,78,Utah Valley
5772,2016-03-11,Cal State Bakersfield,72,Seattle,47,Cal State Bakersfield
5773,2016-03-11,Fresno St.,64,Colorado,56,Fresno St.
5774,2016-03-12,Stony Brook,80,Vermont,74,Stony Brook
5775,2016-03-12,North Texas,71,LSU,38,North Texas
5776,2016-03-12,Hampton,81,South Carolina,69,Hampton
5777,2016-03-12,Purdue Fort Wayne,76,Michigan State,59,Purdue Fort Wayne
5778,2016-03-12,Dayton,79,Saint Joseph's (PA),82,Saint Joseph's (PA)
5779,2016-03-12,UALR,72,Louisiana Tech,65,UALR
5780,2016-03-12,Middle Tenn.,55,Old Dominion,53,Middle Tenn.
5781,2016-03-12,Temple,62,UConn,77,UConn
5782,2016-03-12,Kentucky,93,Georgia Southern,80,Kentucky
5783,2016-03-12,Michigan State,64,Maryland-Eastern Shore,61,Michigan State
5784,2016-03-12,VCU,76,Davidson,54,VCU
5785,2016-03-12,La.-Monroe,82,North Texas,71,La.-Monroe
5786,2016-03-12,Memphis,74,Tulane,54,Memphis
5787,2016-03-12,Villanova,67,Seton Hall,69,Seton Hall
5788,2016-03-12,Kansas,81,Virginia Tech,71,Kansas
5789,2016-03-12,San Diego,63,Fresno St.,68,Fresno St.
5790,2016-03-12,Jackson St.,53,Southern U.,54,Southern U.
5791,2016-03-12,Akron,61,Buffalo,64,Buffalo
5792,2016-03-12,Weber St.,62,Montana State,59,Weber St.
5793,2016-03-12,North Carolina State,61,Virginia Tech,57,North Carolina State
5794,2016-03-12,Stephen F. Austin,82,A&M-Corpus Chris,60,Stephen F. Austin
5795,2016-03-12,Oregon,88,Utah Valley,57,Oregon
5796,2016-03-12,New Mexico State,54,Cal State Bakersfield,57,Cal State Bakersfield
5797,2016-03-12,Hawaii,64,Long Beach St.,60,Hawaii
5798,2016-03-13,VCU,74,Saint Joseph's (PA),87,Saint Joseph's (PA)
5799,2016-03-13,UALR,70,La.-Monroe,50,UALR
5800,2016-03-13,North Texas,77,Kentucky,82,Kentucky
5801,2016-03-13,Michigan State,66,Purdue Fort Wayne,62,Michigan State
5802,2016-03-13,UConn,72,Memphis,58,UConn
5803,2016-03-14,Sam Houston State,77,Jackson St.,81,Jackson St.
5804,2016-03-14,Grand Canyon,78,South Carolina,74,Grand Canyon
5805,2016-03-15,Furman,58,La.-Monroe,57,Furman
5806,2016-03-15,Florida,84,Davidson,74,Florida
5807,2016-03-15,Siena,80,Morehead St.,84,Morehead St.
5808,2016-03-15,Ohio,72,Akron,63,Ohio
5809,2016-03-15,South Carolina,88,High Point,66,South Carolina
5810,2016-03-15,Coastal Caro.,65,Mercer,57,Coastal Caro.
5811,2016-03-15,East Tennessee State,73,Ball St.,78,Ball St.
5812,2016-03-15,Washington State,107,Long Beach St.,102,Washington State
5813,2016-03-15,Creighton,72,Alabama State,54,Creighton
5814,2016-03-15,Florida,68,Florida,97,Florida
5815,2016-03-15,Valparaiso,84,North Texas,73,Valparaiso
5816,2016-03-15,San Diego,79,IPFW,55,San Diego
5817,2016-03-15,St. Mary's (CA),58,New Mexico State,56,St. Mary's (CA)
5818,2016-03-16,Vermont,79,Western Caro.,74,Vermont
5819,2016-03-16,Columbia,86,Norfolk St.,54,Columbia
5820,2016-03-16,Fairfield,62,New Hampshire,77,New Hampshire
5821,2016-03-16,Savannah St.,59,North Texas,75,North Texas
5822,2016-03-16,Central Mich.,73,UT Martin,76,UT Martin
5823,2016-03-16,Ohio,94,Albany,90,Ohio
5824,2016-03-16,St. Bonaventure,75,Wagner,79,Wagner
5825,2016-03-16,Georgia Southern,93,Belmont,84,Georgia Southern
5826,2016-03-16,Fordham,66,Boston U.,69,Boston U.
5827,2016-03-16,UNC Greensboro,69,Sam Houston State,65,UNC Greensboro
5828,2016-03-16,Duquesne,120,Neb. Omaha,112,Duquesne
5829,2016-03-16,Monmouth,90,Bucknell,80,Monmouth
5830,2016-03-16,NJIT,79,Army,65,NJIT
5831,2016-03-16,Louisiana Tech,96,A&M-Corpus Chris,72,Louisiana Tech
5832,2016-03-16,Virginia Tech,86,Princeton,81,Virginia Tech
5833,2016-03-16,North Dakota,86,UC Irvine,89,UC Irvine
5834,2016-03-16,Washington State,82,Hofstra,80,Washington State
5835,2016-03-16,Eastern Wash.,79,Pepperdine,72,Eastern Wash.
